COUNTY_CODE_AND_NAME,ALL_LIVE_STOCKING,ESTIMATE,VARIANCE,PLOT_COUNT,SE,SE_PERCENT
12133 FL Washington,Fully stocked,95209.50941136395,482884513.2183373,22,21974.633403502714,23.080292650767383
12133 FL Washington,Medium stocked,113579.5853385906,560543004.8245829,26,23675.78942347188,20.845109931412672
12133 FL Washington,Poorly stocked,41645.17493035254,204658340.60138732,11,14305.884824133995,34.35184231560842
12133 FL Washington,Nonstocked,1486.0840394699526,2226230.7092024125,1,1492.0558666492393,100.40184989682122
13001 GA Appling,Overstocked,30587.603141768457,143070681.34005153,10,11961.21571329819,39.10478260705798
13001 GA Appling,Fully stocked,97341.58949735205,509357936.4913258,22,22568.959579283353,23.18532057656331
13001 GA Appling,Medium stocked,79267.8001994253,437431007.771654,15,20914.8513686245,26.38505334575455
13001 GA Appling,Poorly stocked,19903.933759679807,90623038.62943655,6,9519.613365543612,47.827798667758195
13001 GA Appling,Nonstocked,3744.6336937251453,5137641.006847231,3,2266.6364964076683,60.530259614067305
13003 GA Atkinson,Fully stocked,57423.945645134634,313086849.24827886,13,17694.260347589523,30.813383073562285
13003 GA Atkinson,Medium stocked,66260.6446830389,346226105.60478437,14,18607.152001442468,28.081755151116784
13003 GA Atkinson,Poorly stocked,29880.648867519034,152291746.5996455,7,12340.654220893051,41.299820079568725
13003 GA Atkinson,Nonstocked,2186.723643308444,2725178.0864939904,3,1650.8113418843445,75.4924540618548
13005 GA Bacon,Overstocked,4786.161866645181,7246259.922781194,3,2691.8877990698634,56.243141667014264
13005 GA Bacon,Fully stocked,34938.36636110706,172245767.32261574,9,13124.243495250144,37.56398727863785
13005 GA Bacon,Medium stocked,50002.26166523999,263062190.10763365,10,16219.192030049882,32.43691683115398
13005 GA Bacon,Poorly stocked,9043.971092055803,27452609.508316632,4,5239.523786406226,57.93388471805939
13005 GA Bacon,Nonstocked,3387.7570430527967,3905557.804766339,3,1976.248416765043,58.33501020439748
13007 GA Baker,Overstocked,1544.5010572786182,2306462.689919928,1,1518.7042799439027,98.32976628839809
13007 GA Baker,Fully stocked,57609.945813882616,294214500.65538055,12,17152.682025134745,29.7738207922448
13007 GA Baker,Medium stocked,50211.374646673416,264178112.4707684,10,16253.556917510961,32.37026875261577
13007 GA Baker,Poorly stocked,20134.863355392976,85421534.59593466,6,9242.37710742938,45.90235823454882
13007 GA Baker,Nonstocked,1558.644197231107,2326539.4628112926,1,1525.2997944047893,97.86067898718943
13009 GA Baldwin,Overstocked,8732.350585132765,43666533.928875685,2,6608.0658235882975,75.67339124976084
13009 GA Baldwin,Fully stocked,52624.72627754742,268489285.639208,12,16385.642667872627,31.13677509969992
13009 GA Baldwin,Medium stocked,49249.82917427296,240373634.00325155,12,15503.987680698523,31.480287222595017
13009 GA Baldwin,Poorly stocked,13600.078064922083,44214279.13217845,5,6649.381860908459,48.892233038417885
13009 GA Baldwin,Nonstocked,212.28815293396462,45944.64982906175,1,214.34703130452203,100.96985080990264
13011 GA Banks,Overstocked,11938.460836259375,60038530.80331448,3,7748.453445902252,64.903286547364
13011 GA Banks,Fully stocked,27722.590648208276,140833847.32087013,6,11867.343734841008,42.80748464468634
13011 GA Banks,Medium stocked,35194.00877340211,183328243.65569657,8,13539.876057619456,38.47210513811154
13011 GA Banks,Poorly stocked,8135.62879211685,18456136.30044818,4,4296.0605559568385,52.805513448690974
13013 GA Barrow,Overstocked,1431.2603315227714,2124430.679863316,2,1457.5426854343978,101.83630841523174
13013 GA Barrow,Fully stocked,19154.694991879598,93770472.83238947,4,9683.51552032574,50.55426632703339
13013 GA Barrow,Medium stocked,20474.56269595473,87239511.67620102,6,9340.209402160159,45.61860265765556
13013 GA Barrow,Poorly stocked,1025.1494934471782,1082007.1291406034,1,1040.1957167478645,101.46771016294333
13013 GA Barrow,Nonstocked,4371.391079883922,19674107.626169402,1,4435.550431025376,101.46771016294332
13015 GA Bartow,Overstocked,6961.105948819015,35648281.71020855,2,5970.618201677993,85.77111518739255
13015 GA Bartow,Fully stocked,77294.47217741748,417291651.8555523,15,20427.717734870734,26.428432925943362
13015 GA Bartow,Medium stocked,62809.92900457917,330181913.5298488,13,18170.90843986202,28.92999359788684
13015 GA Bartow,Poorly stocked,13070.580415430233,71916079.70434229,3,8480.334881615365,64.88108876637232
13015 GA Bartow,Nonstocked,1340.5515541888626,1655455.6048340246,1,1286.6450966890693,95.97878519991639
13017 GA Ben Hill,Overstocked,2117.231351332698,2610471.531820906,2,1615.695370984551,76.31170632191642
13017 GA Ben Hill,Fully stocked,36158.17091291722,195919272.63964528,7,13997.11658305543,38.71079822252588
13017 GA Ben Hill,Medium stocked,37288.174380441735,204371447.69447014,8,14295.854213528835,38.33884187429473
13017 GA Ben Hill,Poorly stocked,6178.004229114473,36903403.03871885,1,6074.817119775611,98.32976628839809
13017 GA Ben Hill,Nonstocked,6092.6994913215085,36355666.841123156,1,6029.566057447514,98.96378552784488
13019 GA Berrien,Overstocked,12745.160507923661,59558777.757755965,4,7717.433365942071,60.55187269822255
13019 GA Berrien,Fully stocked,81671.20682577489,426649792.2554407,17,20655.502711273835,25.291046274530004
13019 GA Berrien,Medium stocked,51831.02696685172,279272130.73828924,10,16711.43712366741,32.24214934879667
13019 GA Berrien,Poorly stocked,3067.675930108995,4578691.867490126,2,2139.787808987173,69.75273326577054
13021 GA Bibb,Overstocked,19762.099995861434,99683350.238725,5,9984.154958669513,50.521730791567634
13021 GA Bibb,Fully stocked,44434.831847178415,230626560.50061184,10,15186.393926821858,34.176778206456035
13021 GA Bibb,Medium stocked,6663.43612684979,36863674.58590092,2,6071.546309293944,91.1173483726981
13021 GA Bibb,Poorly stocked,5357.664292211151,17489897.229157507,2,4182.0924462710655,78.05812791127833
13021 GA Bibb,Nonstocked,70.78443384308619,5169.691556791827,1,71.90056715208738,101.5768061541262
13023 GA Bleckley,Overstocked,4583.348728675746,11324835.926401097,3,3365.239356479877,73.42315751418256
13023 GA Bleckley,Fully stocked,35407.67824960554,198108524.44308516,7,14075.102999377488,39.75155586354859
13023 GA Bleckley,Medium stocked,39506.90684936376,225409777.58109817,7,15013.653039187304,38.002603181344966
13023 GA Bleckley,Poorly stocked,623.0357495480525,400511.54618776427,1,632.8598155893328,101.57680615412626
13025 GA Brantley,Overstocked,14707.070942791535,61731436.00821628,6,7856.935535449956,53.4228437872663
13025 GA Brantley,Fully stocked,92985.92761079261,487696973.58687115,21,22083.862288713703,23.7496821897064
13025 GA Brantley,Medium stocked,103368.25265589615,578599524.0664556,19,24054.095785675578,23.27029350660454
13025 GA Brantley,Poorly stocked,44339.211508611144,243346766.04194403,10,15599.57582891099,35.18234830558813
13025 GA Brantley,Nonstocked,4524.496504353524,11454433.947650552,3,3384.4399754834703,74.80257686633026
13027 GA Brooks,Overstocked,16253.031977914261,50963211.159787156,7,7138.852229860705,43.9232030033625
13027 GA Brooks,Fully stocked,54510.81114221836,282537667.0234049,12,16808.856802989456,30.835822198894192
13027 GA Brooks,Medium stocked,54941.55907663155,232415844.25559184,16,15245.190856646952,27.74801282101081
13027 GA Brooks,Poorly stocked,52228.67338026077,267188302.28492576,11,16345.895579163773,31.29678492914108
13027 GA Brooks,Nonstocked,7256.520790154204,23744019.69099424,5,4872.783567017341,67.15041144275136
13029 GA Bryan,Overstocked,19320.600567739588,110959837.68000785,4,10533.747561053846,54.52080810905269
13029 GA Bryan,Fully stocked,111534.83130256718,608574012.3294916,23,24669.2929029085,22.11801695919245
13029 GA Bryan,Medium stocked,38125.608755726134,207506537.8844986,8,14405.08722238427,37.783232038808436
13029 GA Bryan,Poorly stocked,32058.41435270434,164611747.57420504,8,12830.110972793846,40.02104044085868
13029 GA Bryan,Nonstocked,4123.626683811311,15198103.782363772,3,3898.474545558015,94.53994855700186
13031 GA Bulloch,Overstocked,32449.434071293123,136865909.37267905,11,11698.970440713108,36.05292596169736
13031 GA Bulloch,Fully stocked,82328.53200925072,376096233.44781786,23,19393.200701478287,23.555868455542484
13031 GA Bulloch,Medium stocked,113251.94912893095,584436491.751629,24,24175.121338922563,21.346318120671416
13031 GA Bulloch,Poorly stocked,65538.51258596689,349865822.0549154,15,18704.700533687126,28.54001379593741
13031 GA Bulloch,Nonstocked,1437.672379134742,2187662.25475105,1,1479.0747968750768,102.87982285402552
13033 GA Burke,Overstocked,29500.309145223153,110004672.94032438,12,10488.311253024693,35.55322488789246
13033 GA Burke,Fully stocked,157656.62009651138,819407148.4795041,32,28625.2886182743,18.15673112917871
13033 GA Burke,Medium stocked,85153.04613040492,430289985.37525845,20,20743.43234316005,24.360176512526845
13033 GA Burke,Poorly stocked,43371.15668205578,240342310.67890328,10,15502.977477855771,35.744902058998846
13033 GA Burke,Nonstocked,2638.806478159093,6467358.094146645,1,2543.100095188281,96.37311853813625
13035 GA Butts,Overstocked,8959.999396605754,39687925.32514282,3,6299.835341113514,70.31066702415217
13035 GA Butts,Fully stocked,22387.377561762907,113604296.02795649,5,10658.531607494368,47.609558458061116
13035 GA Butts,Medium stocked,39867.103735599274,203955915.45172393,10,14281.313505827255,35.82230001091044
13035 GA Butts,Poorly stocked,6011.235059987135,13578359.275028711,3,3684.8825320529163,61.29992414671608
13037 GA Calhoun,Overstocked,687.0322362029622,465017.56221360917,2,681.9219619675034,99.25618130181172
13037 GA Calhoun,Fully stocked,32025.96081354262,177334748.19173372,6,13316.709360488938,41.5809831218484
13037 GA Calhoun,Medium stocked,31445.2195748889,163131980.38566932,7,12772.3130397618,40.61766211981342
13037 GA Calhoun,Poorly stocked,20881.266040595005,116544363.538433,4,10795.571478084566,51.699793762969314
13037 GA Calhoun,Nonstocked,225.7207747047607,50440.637445153065,1,224.58993175374772,99.49900803216181
13039 GA Camden,Overstocked,29112.34181184111,154775946.48830378,7,12440.898138330038,42.73410300943171
13039 GA Camden,Fully stocked,158736.3179108877,882903818.4954406,31,29713.697489465034,18.718903071788446
13039 GA Camden,Medium stocked,65931.3224707892,361268859.9673084,13,19007.073945436958,28.828595018487647
13039 GA Camden,Poorly stocked,25162.5758131884,121253018.9160136,6,11011.494853834043,43.76139762314244
13043 GA Candler,Overstocked,7167.396382259523,25574189.722612694,3,5057.0930110699655,70.55690436749245
13043 GA Candler,Fully stocked,37299.12691999728,189702713.16794488,9,13773.260803743784,36.92649651903645
13043 GA Candler,Medium stocked,30145.163624987646,146700431.64873588,8,12111.995361984576,40.17890071077542
13043 GA Candler,Poorly stocked,10381.214712870988,46629524.573725045,3,6828.58144666409,65.77825076864829
13043 GA Candler,Nonstocked,121.86718665117075,7851.754136367468,2,88.61012434461125,72.71040448176292
13045 GA Carroll,Overstocked,2110.0636172219547,2637759.541936367,2,1624.118081278688,76.9701002388237
13045 GA Carroll,Fully stocked,93149.19292825258,448523522.01917005,23,21178.373922923594,22.735971463795792
13045 GA Carroll,Medium stocked,54532.33030582778,259430560.84762138,14,16106.848259284663,29.536328576010533
13045 GA Carroll,Poorly stocked,14573.483758853567,74283730.42678294,4,8618.800985449365,59.14029293245233
13047 GA Catoosa,Overstocked,5396.864824478197,29360749.93535861,1,5418.556074763701,100.4019231718964
13047 GA Catoosa,Fully stocked,9932.771320082828,48034423.49377723,3,6930.687086701955,69.77596547188163
13047 GA Catoosa,Medium stocked,34170.3476018854,187566548.87679356,7,13695.493743446914,40.08005391988242
13049 GA Charlton,Overstocked,20365.48982410966,89630277.75439921,9,9467.326853679406,46.48710605757944
13049 GA Charlton,Fully stocked,154268.92346175842,801280251.0755339,28,28306.89405561009,18.34905787919565
13049 GA Charlton,Medium stocked,151450.0606613921,847094326.03017,26,29104.884916971754,19.217479867534458
13049 GA Charlton,Poorly stocked,45541.565284899574,225707615.93070483,13,15023.568681598417,32.988696342810705
13049 GA Charlton,Nonstocked,70434.15567943524,391683677.82321143,9,19790.999919741585,28.09858332059199
13051 GA Chatham,Overstocked,14559.138623172708,65689461.50019953,4,8104.903546631479,55.66883973294616
13051 GA Chatham,Fully stocked,41992.73112171001,191038360.7856644,12,13821.662735925242,32.91441724965472
13051 GA Chatham,Medium stocked,29334.88707637063,140150743.3935576,7,11838.527923418418,40.35648029800804
13051 GA Chatham,Poorly stocked,1595.3872888817273,2431963.946686839,1,1559.475535776961,97.74902599794822
13053 GA Chattahoochee,Overstocked,4530.601436295386,11178898.718117064,2,3343.486012849024,73.7978403057884
13053 GA Chattahoochee,Fully stocked,47879.94056096944,266219855.44064644,9,16316.245139144192,34.077413104486595
13053 GA Chattahoochee,Medium stocked,62487.72821091578,340810774.48726577,12,18461.06103362604,29.543498479115993
13053 GA Chattahoochee,Poorly stocked,19884.312105711186,102365065.24811943,4,10117.562218643354,50.88213343692881
13055 GA Chattooga,Overstocked,15860.649958727761,85940053.43038991,4,9270.385829639989,58.44896554531614
13055 GA Chattooga,Fully stocked,102347.35889292142,496600053.4573899,26,22284.524977153764,21.77342455946366
13055 GA Chattooga,Medium stocked,58615.998628612746,261152604.78442803,17,16160.216730738113,27.569634756422428
13055 GA Chattooga,Poorly stocked,10361.714237714697,39415284.38132645,6,6278.159314745561,60.589967747751984
13057 GA Cherokee,Overstocked,6283.592555921316,22407700.459474333,3,4733.677266087574,75.33393077224292
13057 GA Cherokee,Fully stocked,77264.41584888486,388628905.1131156,17,19713.67304976715,25.514556517612853
13057 GA Cherokee,Medium stocked,50471.91159485969,246866459.10567656,12,15711.984569292212,31.130155511867713
13057 GA Cherokee,Poorly stocked,5686.719585058215,34011139.91884357,1,5831.907056773416,102.5530970807261
13057 GA Cherokee,Nonstocked,13.466151977417852,190.7148822482814,1,13.809955910439447,102.5530970807261
13059 GA Clarke,Fully stocked,7507.056968534193,29420144.581071034,2,5424.0339767622245,72.25246857053365
13059 GA Clarke,Medium stocked,17565.401843554268,80131101.40309252,5,8951.5977011421,50.961530973610735
13061 GA Clay,Overstocked,11643.134113510354,47967189.83490344,4,6925.8349557943875,59.48428394170819
13061 GA Clay,Fully stocked,29423.364884294104,137610667.30599695,7,11730.75732022434,39.86885037233148
13061 GA Clay,Medium stocked,28107.290512630854,138761751.04269898,6,11779.717782812073,41.90983039620451
13061 GA Clay,Poorly stocked,5985.993200484179,22106351.460476927,2,4701.739195284754,78.54568219196193
13063 GA Clayton,Fully stocked,13441.901215072372,60770727.27689494,4,7795.558176095856,57.99446113586012
13063 GA Clayton,Medium stocked,7120.52924330459,36172990.68715774,2,6014.398613922904,84.46561215345366
13065 GA Clinch,Overstocked,17859.16389757012,81258576.38635862,8,9014.353908426196,50.47466925174851
13065 GA Clinch,Fully stocked,272371.60215000936,1486493974.9320838,51,38555.077161537156,14.155321941493316
13065 GA Clinch,Medium stocked,183086.83426089142,936066649.2187188,42,30595.206311099108,16.710762646920948
13065 GA Clinch,Poorly stocked,71131.68773229589,385536289.5421188,14,19635.07803758668,27.60384107780951
13065 GA Clinch,Nonstocked,14799.859841822692,42254800.90885808,3,6500.369290190987,43.92183006910441
13067 GA Cobb,Overstocked,4138.936123323781,16791583.184134748,1,4097.753431349274,99.00499329423245
13067 GA Cobb,Fully stocked,13786.83594912634,68578337.6625705,3,8281.203877611666,60.06602173384415
13067 GA Cobb,Medium stocked,1457.1303599613075,2186011.9584632674,1,1478.5168103417923,101.46771016294333
13067 GA Cobb,Poorly stocked,2914.260719922615,8744047.83385307,1,2957.0336206835846,101.46771016294333
13069 GA Coffee,Overstocked,18741.63904929747,70341930.3978613,8,8387.009621901081,44.75067308595652
13069 GA Coffee,Fully stocked,75261.05700914936,384186556.7651143,18,19600.677456789963,26.043585136476548
13069 GA Coffee,Medium stocked,74384.40717486772,385473288.9349457,17,19633.47368488179,26.394609341613943
13069 GA Coffee,Poorly stocked,41107.64574306896,186744910.9441652,12,13665.464168632005,33.243120401600954
13071 GA Colquitt,Overstocked,4569.524618491131,20450062.59813177,1,4522.1745430856345,98.96378552784488
13071 GA Colquitt,Fully stocked,42629.99464227681,216670321.26335576,9,14719.725583833271,34.5290345620534
13071 GA Colquitt,Medium stocked,77030.37967599608,381516647.3591809,16,19532.451135461237,25.356815346903794
13071 GA Colquitt,Poorly stocked,22330.55388389727,110371358.92088112,5,10505.777406783427,47.04664945350604
13071 GA Colquitt,Nonstocked,420.3937658468633,195367.27618207273,1,442.0037060727803,105.14040454010653
13073 GA Columbia,Overstocked,3758.048315669046,7072737.850071902,2,2659.4619474758238,70.76710366887231
13073 GA Columbia,Fully stocked,57887.26510512313,272863794.71096575,14,16518.589368071527,28.535791660002957
13073 GA Columbia,Medium stocked,28482.32618882903,137721428.24894488,7,11735.477333664143,41.202664613351985
13073 GA Columbia,Poorly stocked,10159.981892896283,52032942.17115362,2,7213.3863178921465,70.99802336198694
13075 GA Cook,Overstocked,6940.489104644146,29141483.0805314,3,5398.285198146852,77.77960770134563
13075 GA Cook,Fully stocked,24415.800812769237,121277258.79929239,5,11012.595461529148,45.10437952037052
13075 GA Cook,Medium stocked,32960.4606075961,172901173.59995204,7,13149.18908526119,39.89382685456409
13075 GA Cook,Poorly stocked,13900.509515507563,75646137.08332321,3,8697.478777399989,62.569496231033725
13075 GA Cook,Nonstocked,260.89833488612055,65186.710226965675,1,255.3168819858289,97.86067898718943
13077 GA Coweta,Overstocked,20509.727911784532,99653426.57194251,5,9982.656288380489,48.672787524619615
13077 GA Coweta,Fully stocked,92852.53433434002,433818373.768865,23,20828.307030790213,22.4315977804035
13077 GA Coweta,Medium stocked,46115.20629813842,193604746.3643769,14,13914.192264173185,30.172677043266038
13077 GA Coweta,Poorly stocked,10273.71424263837,32790699.83541274,4,5726.316428159794,55.737548202326
13077 GA Coweta,Nonstocked,4200.91526615347,10564192.636442516,2,3250.260395174903,77.37029169243336
13079 GA Crawford,Overstocked,26896.37641525558,145754655.59059647,7,12072.889280971496,44.88667579073504
13079 GA Crawford,Fully stocked,47933.83696621222,245328816.5125863,10,15662.975978803846,32.67624077297301
13079 GA Crawford,Medium stocked,84897.4096096492,456713912.5139656,17,21370.865974825767,25.17257720004312
13079 GA Crawford,Poorly stocked,19425.87427640621,110009530.41329896,4,10488.542816487854,53.992642324607054
13081 GA Crisp,Overstocked,10342.560956537813,40128514.458549365,3,6334.707132815957,61.248922384272895
13081 GA Crisp,Fully stocked,37455.0076542774,183129698.60772762,8,13532.542207867951,36.13012799991384
13081 GA Crisp,Medium stocked,13375.687001567389,51483859.48605715,5,7175.225396184927,53.643789626238416
13081 GA Crisp,Poorly stocked,14595.71189158488,57699434.95259414,4,7596.014412347711,52.04278125500116
13081 GA Crisp,Nonstocked,5251.973981213545,27014549.56556052,1,5197.552266746388,98.96378552784488
13083 GA Dade,Fully stocked,51713.643932601415,281502164.7174097,11,16778.02624617716,32.4440997970362
13083 GA Dade,Medium stocked,27683.67771492756,154456514.1150038,5,12428.053512718869,44.89307251983153
13083 GA Dade,Poorly stocked,3977.8148559915403,16641278.614573877,1,4079.3723309565503,102.55309708072613
13083 GA Dade,Nonstocked,520.1427432925133,252655.138225951,1,502.6481256564586,96.63657373641063
13085 GA Dawson,Overstocked,12554.956274996615,62158755.74724012,4,7884.082428998325,62.79657416808049
13085 GA Dawson,Fully stocked,42835.14035155719,223507466.71503118,10,14950.16610994778,34.90163913844698
13085 GA Dawson,Medium stocked,43876.652425262626,228161147.3264561,10,15105.004049203566,34.426063097982926
13085 GA Dawson,Poorly stocked,5896.063543274775,13051733.711071286,3,3612.718327114818,61.27339538658113
13087 GA Decatur,Overstocked,19330.47746469361,79071911.66163048,6,8892.23884416239,46.00113401442737
13087 GA Decatur,Fully stocked,79181.43671195845,416254972.4654435,16,20402.327623715963,25.76655396887321
13087 GA Decatur,Medium stocked,81664.8812916292,414088356.626872,18,20349.16107919125,24.91788484516793
13087 GA Decatur,Poorly stocked,23252.374698894208,117318564.520149,5,10831.369466514796,46.58177758949452
13087 GA Decatur,Nonstocked,6092.6994913215085,36355666.841123156,1,6029.566057447514,98.96378552784488
13089 GA DeKalb,Overstocked,878.8632289138606,818466.3834500944,1,904.69131942895,102.93880659303598
13089 GA DeKalb,Fully stocked,20047.920457229884,97407500.29743949,5,9869.523813104637,49.22966366591598
13089 GA DeKalb,Medium stocked,17400.50188645527,84488653.08978784,4,9191.77094415368,52.82474611441324
13089 GA DeKalb,Poorly stocked,7514.174577650143,38748014.24468111,2,6224.790297245451,82.84063981904566
13091 GA Dodge,Overstocked,15634.342165964614,39416619.14214962,8,6278.2656157691845,40.156890191624036
13091 GA Dodge,Fully stocked,103588.73123271987,501985147.3818935,25,22405.02504756229,21.62882466165911
13091 GA Dodge,Medium stocked,86140.37116885913,412062956.5429082,21,20299.333894069237,23.56541261504073
13091 GA Dodge,Poorly stocked,30306.615910891804,95593797.09563006,12,9777.208041952981,32.26096925734021
13091 GA Dodge,Nonstocked,5777.760048056713,35003296.27011095,2,5916.358362211585,102.39882433680312
13093 GA Dooly,Overstocked,3081.819070061484,4598768.64038149,2,2144.4739775482217,69.58468128063852
13093 GA Dooly,Fully stocked,20007.35214678156,112177591.25868255,4,10591.392319175158,52.93750138185537
13093 GA Dooly,Medium stocked,44642.613564321175,233304897.86927328,9,15274.321519114139,34.21466688348536
13093 GA Dooly,Poorly stocked,18258.8585811859,87970297.44652261,4,9379.24823461468,51.368206796229565
13093 GA Dooly,Nonstocked,3648.6252757768684,13038004.409442758,1,3610.8176926345586,98.96378552784488
13095 GA Dougherty,Overstocked,19696.712716633912,101906474.3202644,4,10094.873665393956,51.25156573395526
13095 GA Dougherty,Fully stocked,46862.37356515447,259522883.9229548,10,16109.713961549869,34.37664961453979
13095 GA Dougherty,Medium stocked,34378.50012735913,170435451.29982933,8,13055.0929257447,37.97458550367409
13095 GA Dougherty,Poorly stocked,24969.308802682488,128838628.88657387,6,11350.710501399191,45.458649220517344
13095 GA Dougherty,Nonstocked,10630.30102352946,47786120.73082815,3,6912.7505908160865,65.02873790229623
13097 GA Douglas,Fully stocked,32637.499396464707,163109423.30507168,7,12771.42996320583,39.13115342589399
13097 GA Douglas,Medium stocked,42639.50462691582,221439526.52694553,9,14880.844281388927,34.899195972355464
13097 GA Douglas,Poorly stocked,6123.728331482104,36757505.328387484,1,6062.796823940868,99.00499329423242
13099 GA Early,Overstocked,4843.5932421031075,20522688.017191477,2,4530.197348592164,93.52968183234839
13099 GA Early,Fully stocked,50546.38163173746,261845085.89897192,11,16181.628036108477,32.01342512309176
13099 GA Early,Medium stocked,74510.95043622897,406129548.28803575,15,20152.656110002863,27.046569654551295
13099 GA Early,Poorly stocked,53656.180562008085,288673834.4707414,10,16990.4041879745,31.66532542945251
13099 GA Early,Nonstocked,2650.129312341134,6878388.953474875,1,2622.66828887583,98.96378552784488
13101 GA Echols,Overstocked,3436.054238200583,4697375.646872595,3,2167.3429924385746,63.076507010366164
13101 GA Echols,Fully stocked,88213.54112983664,487057425.2391845,18,22069.377545349675,25.018129034030025
13101 GA Echols,Medium stocked,90437.82477338283,495780700.68206,18,22266.133491966226,24.62037709084692
13101 GA Echols,Poorly stocked,60650.07369417751,345696938.83074945,12,18592.92711841655,30.656066820577486
13101 GA Echols,Nonstocked,1768.1852310453116,2346912.3952714787,2,1531.9635750472264,86.640446269397
13103 GA Effingham,Overstocked,22102.46495648906,99368450.90467528,6,9968.372530392075,45.1007276790884
13103 GA Effingham,Fully stocked,88128.51405704021,483243929.010838,17,21982.809852492424,24.94403779265391
13103 GA Effingham,Medium stocked,82935.36228973846,461922097.0329169,16,21492.372996784623,25.914606753268938
13103 GA Effingham,Poorly stocked,23091.24279379315,86128467.77058345,8,9280.542428682897,40.190744653975386
13103 GA Effingham,Nonstocked,10468.560393705644,57848237.64381212,2,7605.802892779441,72.65376142217728
13105 GA Elbert,Overstocked,12825.20876577336,48735697.455490485,5,6981.095720264154,54.432608839043674
13105 GA Elbert,Fully stocked,82294.56467348023,431385762.6916295,18,20769.82818156254,25.23839607630333
13105 GA Elbert,Medium stocked,45586.41018429748,181384985.92880866,14,13467.924336318818,29.543726478725734
13105 GA Elbert,Poorly stocked,1457.1303599613075,2186011.9584632674,1,1478.5168103417923,101.46771016294333
13105 GA Elbert,Nonstocked,1457.1303599613075,2186011.9584632674,1,1478.5168103417923,101.46771016294333
13107 GA Emanuel,Overstocked,29668.562500994114,163663064.6497094,7,12793.086595880972,43.12000824257093
13107 GA Emanuel,Fully stocked,153544.50813774997,848234306.5455792,31,29124.46233916738,18.968091201958746
13107 GA Emanuel,Medium stocked,124241.93620714103,695959150.2202089,25,26381.037701732068,21.23360155764843
13107 GA Emanuel,Poorly stocked,9673.033869474171,24830645.811621107,4,4983.035802763322,51.51471472139279
13107 GA Emanuel,Nonstocked,1502.2066168893423,2191800.0959128607,2,1480.472929814274,98.55321586054035
13109 GA Evans,Overstocked,8262.145756347982,26614298.58704897,5,5158.904785615739,62.440253872936616
13109 GA Evans,Fully stocked,32858.9629816156,182591330.41761675,7,13512.635953714462,41.12313575225945
13109 GA Evans,Medium stocked,34456.44095874188,187729230.92389843,7,13701.43171073368,39.764500713059036
13109 GA Evans,Poorly stocked,11707.925995552056,58165677.42364027,3,7626.642604950115,65.14085080352868
13109 GA Evans,Nonstocked,1595.3872888817273,2431963.946686839,1,1559.475535776961,97.74902599794822
13111 GA Fannin,Overstocked,9014.190565677949,14002139.928012406,8,3741.94333575649,41.51169545942545
13111 GA Fannin,Fully stocked,136757.94575208146,473866899.7470608,52,21768.4840939157,15.917527843960308
13111 GA Fannin,Medium stocked,49416.416607164705,161804616.27930778,21,12720.244348254784,25.740928261501107
13111 GA Fannin,Poorly stocked,7487.883489090815,17261866.341927864,4,4154.740225564995,55.4861761887466
13111 GA Fannin,Nonstocked,647.7571677752261,441287.89633680106,1,664.2950371158895,102.5530970807261
13113 GA Fayette,Overstocked,10042.22187217414,53139954.59263739,2,7289.715672962656,72.59066535028103
13113 GA Fayette,Fully stocked,4624.06744052023,11775405.063848037,2,3431.531008725994,74.21022839450478
13113 GA Fayette,Medium stocked,16652.289751888216,95205254.24024795,3,9757.317983967108,58.59445235067879
13113 GA Fayette,Poorly stocked,5902.323162754448,21971451.70919362,2,4687.371513886394,79.41570436985238
13115 GA Floyd,Overstocked,15610.660928855857,64304762.445833884,5,8019.025030877126,51.368901466908355
13115 GA Floyd,Fully stocked,100017.3619892616,479782554.19259083,24,21903.939239154926,21.900136939731173
13115 GA Floyd,Medium stocked,64662.53874725164,306555968.73190784,16,17508.739781375123,27.077099230223624
13115 GA Floyd,Poorly stocked,14495.27913388356,47633688.02105828,5,6901.716309807168,47.61354538991942
13115 GA Floyd,Nonstocked,2843.3597925291074,4237722.417540799,2,2058.572907997382,72.39931131495412
13117 GA Forsyth,Overstocked,477.2659506971051,241367.70538228896,1,491.2918739225075,102.93880659303598
13117 GA Forsyth,Fully stocked,37100.91897023815,180204110.16437635,9,13424.012446521954,36.182425716437145
13117 GA Forsyth,Medium stocked,22211.75118955642,105090742.4151792,6,10251.377586216362,46.152946243321786
13119 GA Franklin,Overstocked,7103.896214778604,36699781.09072008,2,6058.0344246892555,85.27763133822833
13119 GA Franklin,Fully stocked,33978.37077072761,168757111.87024665,9,12990.654789895952,38.23212972026136
13119 GA Franklin,Medium stocked,29457.39084978267,135090537.4706178,8,11622.845498010278,39.45646631529835
13119 GA Franklin,Poorly stocked,3067.754832040939,4845695.071497732,2,2201.2939539047784,71.7558629820586
13119 GA Franklin,Nonstocked,278.9639561325338,53555.31264068642,2,231.4202079350168,82.95702826392048
13121 GA Fulton,Overstocked,4068.228800066564,4672218.928176725,4,2161.5316162796985,53.132007134021855
13121 GA Fulton,Fully stocked,67822.08491943682,340610961.3514491,15,18455.648494470443,27.21185660451633
13121 GA Fulton,Medium stocked,43917.256775562615,245959609.58556575,8,15683.09948911776,35.71056263660914
