FIPS,Snow_Prob,Hover_county_name,Standardized_Jan_Temp,Standardized_Jan_Sun,Standardized_Jul_Temp,Standardized_Jul_Hum,Standardized_Topog,Standardized_LN_Water,Natural_Amenity_Rank,Urban_influence,Forest_Percent
17155,33.1,"PUTNAM, IL",-0.72474,-0.28627,-0.63319,-0.27427,-0.73966,1.13368,3,9,21.91332552293635
17157,5.2,"RANDOLPH, IL",0.03634,-0.10562,-0.7012,-0.0689,0.77701,0.69475,4,4,25.55916767438191
17159,13.9,"RICHLAND, IL",-0.0712,-0.52714,-0.46363,-0.13736,-0.73966,-0.26302,3,8,19.26588557227646
17161,40.12083333333333,"ROCK ISLAND, IL",-0.93982,-0.28627,-0.61514,-0.27427,-0.73966,0.98035,3,2,14.095637440644579
17163,14.933333333333332,"ST. CLAIR, IL",-0.05466,-0.10562,-1.14549,-0.0689,-0.73966,0.30026,3,1,14.974509266021599
17165,12.45,"SALINE, IL",0.1687,-0.58736,-0.61716,-0.20582,0.77701,0.05716,3,8,29.04454277715684
17167,22.4,"SANGAMON, IL",-0.50965,-0.34649,-0.59746,-0.0689,-1.043,0.09082,2,2,8.19168868498964
17169,24.79,"SCHUYLER, IL",-0.55101,0.13526,-0.6943,-0.27427,-0.73966,0.04369,3,8,37.140806894453185
17171,22.975,"SCOTT, IL",-0.45174,-0.34649,-0.77916,-0.0689,-0.73966,-0.08434,2,9,1.0596566023876
17173,19.1,"SHELBY, IL",-0.37729,-0.52714,-0.45965,-0.13736,-1.043,0.20141,2,6,10.13983257009207
17175,32.2375,"STARK, IL",-0.80746,-0.46693,-0.45044,-0.27427,-0.73966,-1.12894,2,6,3.94069666755379
17177,45.1,"STEPHENSON, IL",-1.097,-0.28627,-0.16036,-0.27427,-0.73966,-1.19667,2,5,6.47295180403339
17179,25.85,"TAZEWELL, IL",-0.74955,-0.46693,-0.57836,-0.27427,-0.73966,0.25427,2,2,4.54237553397774
17181,11.1,"UNION, IL",0.11079,-0.10562,-0.40858,-0.0689,0.77701,0.26923,4,8,51.7483070228673
17183,23.6,"VERMILION, IL",-0.4352,-0.64758,-0.25107,-0.34273,-1.043,-0.4874,2,5,9.24495835529709
17185,15.75,"WABASH, IL",0.00325,-0.58736,-0.57432,-0.20582,-0.73966,0.42179,3,8,0.22399918175445002
17187,25.7,"WARREN, IL",-0.74955,0.13526,-0.4977,-0.27427,-0.73966,-1.04538,2,8,8.00006641621929
17189,15.9,"WASHINGTON, IL",-0.06293,-0.10562,-0.64323,-0.0689,-0.73966,-0.61453,2,4,10.83556774897032
17191,16.195833333333333,"WAYNE, IL",-0.01329,-0.58736,-0.37645,-0.20582,-0.73966,-0.68676,2,8,20.30681695466562
17193,17.7,"WHITE, IL",0.06116,-0.58736,-0.5947,-0.20582,-0.73966,0.24606,3,6,16.34459137052215
17195,37.43333333333333,"WHITESIDE, IL",-0.90673,-0.28627,-0.50002,-0.27427,-0.73966,0.3847,2,5,5.45889349785106
17197,31.425,"WILL, IL",-0.74128,-0.64758,-0.32776,0.06801,-1.043,0.27787,2,1,6.17437483818451
17199,11.1,"WILLIAMSON, IL",0.09425,-0.10562,-0.53335,-0.0689,0.77701,0.88895,4,7,26.02597472799122
17201,48.3,"WINNEBAGO, IL",-1.04736,-0.28627,-0.27001,-0.27427,-0.73966,0.11608,2,2,7.44031991004311
17203,32.36666666666667,"WOODFORD, IL",-0.74128,-0.46693,-0.35465,-0.27427,-1.043,0.6155,2,2,11.0999125376393
18001,29.8,"ADAMS, IN",-0.47656,-0.91856,0.02852,-0.13736,-1.19466,-0.84939,2,2,4.07979549053294
18003,30.9,"ALLEN, IN",-0.62546,-0.91856,0.11548,-0.13736,-1.043,-0.35795,2,2,18.13783316514842
18005,17.1,"BARTHOLOMEW, IN",-0.22838,-0.79812,-0.03574,-0.41119,-0.73966,-0.17017,2,3,18.28125216731141
18007,27.366666666666664,"BENTON, IN",-0.5841,-0.76802,-0.24477,-0.13736,-1.043,-1.9302,1,6,0.0
18009,34.3,"BLACKFORD, IN",-0.46001,-0.79812,0.12641,-0.27427,-1.043,-0.81706,2,6,11.80013660319508
18011,24.4,"BOONE, IN",-0.50138,-0.79812,0.05646,-0.41119,-1.043,-0.98405,2,1,5.32982706917288
18013,29.5,"BROWN, IN",-0.13738,-0.67769,-0.23676,-0.27427,0.77701,0.25598,3,4,84.79382243200446
18015,21.3,"CARROLL, IN",-0.4352,-0.91856,-0.08974,-0.27427,-1.043,-0.06805,2,6,10.29916668511745
18017,30.9,"CASS, IN",-0.4352,-0.91856,-0.08974,-0.27427,-1.043,-0.28401,2,5,7.749250346924621
18019,10.925,"CLARK, IN",0.23488,-0.76802,-0.36004,-0.27427,-0.73966,-0.58387,2,2,34.08693293943348
18021,22.3,"CLAY, IN",-0.3442,-0.7078,-0.37143,-0.34273,-0.73966,-0.05268,2,2,26.74639684020002
18023,24.4,"CLINTON, IN",-0.56756,-0.79812,0.01444,-0.41119,-1.043,-1.56183,2,2,0.039198592652680005
18025,10.4,"CRAWFORD, IN",0.23488,-0.67769,-0.36004,-0.27427,0.77701,0.10043,3,6,63.85743937931424
18027,11.05,"DAVIESS, IN",-0.02984,-0.67769,-0.31301,-0.20582,-0.73966,0.26682,3,7,9.44519335778307
18029,17.85,"DEARBORN, IN",-0.14566,-0.76802,-0.08405,-0.27427,-0.588,-0.18444,3,1,52.62985323592469
18031,20.5,"DECATUR, IN",-0.28629,-0.79812,0.17285,-0.41119,-1.043,-0.72232,2,4,12.61450260197638
18033,32.05,"DE KALB, IN",-0.6751,-0.91856,0.27891,-0.13736,-0.73966,-0.61864,2,2,11.82711798684352
18035,26.35,"DELAWARE, IN",-0.53447,-0.79812,0.18334,-0.27427,-1.043,-0.1299,2,2,4.98724013892456
18037,11.5875,"DUBOIS, IN",-0.02157,-0.67769,-0.38506,-0.20582,0.77701,0.17471,3,7,31.21706131827774
18039,36.35,"ELKHART, IN",-0.66683,-0.91856,0.17997,-0.27427,-1.043,0.00767,2,2,13.895133173188329
18041,26.85,"FAYETTE, IN",-0.46829,-0.79812,0.25224,-0.27427,-0.73966,-1.32309,2,7,26.583745883013936
18043,10.925,"FLOYD, IN",0.23488,-0.67769,-0.36004,-0.27427,0.77701,-0.74198,3,2,38.72711843464773
18045,29.9,"FOUNTAIN, IN",-0.46829,-0.7078,-0.20485,-0.34273,-0.73966,-0.2199,2,6,16.82069720030851
18047,24.4,"FRANKLIN, IN",-0.30283,-0.76802,0.23629,-0.27427,-0.588,0.25018,3,4,43.83092179829431
18049,31.70833333333333,"FULTON, IN",-0.6751,-0.91856,-0.01686,-0.27427,-1.19466,-0.04977,2,8,2.09762497618244
18051,13.233333333333334,"GIBSON, IN",-0.02157,-0.67769,-0.38506,-0.20582,-0.73966,0.46608,3,6,13.312613213779509
18053,23.8,"GRANT, IN",-0.5841,-0.79812,0.07788,-0.41119,-1.043,-0.77797,2,5,11.05882877953186
18055,16.942857142857143,"GREENE, IN",-0.29456,-0.67769,-0.26597,-0.20582,0.77701,-0.10374,3,6,38.845285187558794
18057,25.7,"HAMILTON, IN",-0.50138,-0.79812,0.05646,-0.41119,-1.043,0.17178,2,1,8.335568825322639
18059,26.7,"HANCOCK, IN",-0.39383,-0.79812,-0.12734,-0.41119,-1.043,-0.8042,2,1,8.35312032085246
18061,7.5,"HARRISON, IN",0.23488,-0.67769,-0.36004,-0.27427,0.77701,-0.48294,3,2,43.2743258093505
18063,23.75,"HENDRICKS, IN",-0.41038,-0.79812,-0.19834,-0.41119,-0.73966,-1.04732,2,1,10.17900741071435
18065,28.2,"HENRY, IN",-0.46829,-0.79812,0.25224,-0.27427,-1.043,-0.28148,2,5,8.2940316366533
18067,30.9,"HOWARD, IN",-0.4352,-0.79812,-0.35862,-0.41119,-1.043,-0.5639,2,2,6.329584450867699
18069,28.0,"HUNTINGTON, IN",-0.54274,-0.91856,0.04028,-0.13736,-1.043,0.2568,2,2,14.62780470065872
18071,17.880000000000003,"JACKSON, IN",-0.20356,-0.67769,-0.19812,-0.27427,0.77701,0.0094,3,7,37.83799808125889
18073,34.1,"JASPER, IN",-0.79919,-0.76802,-0.01162,-0.13736,-1.19466,-0.66368,2,4,7.30493970411875
18075,30.7,"JAY, IN",-0.46001,-0.79812,0.12641,-0.27427,-1.043,-1.53303,2,6,12.0024391106266
18077,15.9,"JEFFERSON, IN",0.06943,-0.76802,-0.34409,-0.27427,0.77701,-0.35359,3,5,35.815360687007306
18079,14.1,"JENNINGS, IN",-0.10429,-0.76802,-0.04098,-0.27427,-0.73966,-0.55304,2,8,48.59847910356613
18081,19.4,"JOHNSON, IN",-0.26147,-0.79812,-0.09708,-0.41119,0.77701,-0.36887,3,1,18.03689804838217
18083,15.35,"KNOX, IN",-0.15393,-0.67769,-0.52287,-0.20582,-0.73966,0.32493,3,7,10.68212698510313
18085,33.45,"KOSCIUSKO, IN",-0.69992,-0.91856,0.01107,-0.27427,-1.043,0.67483,2,5,15.772546604789051
18087,42.2625,"LAGRANGE, IN",-0.78264,-0.91856,0.11316,-0.13736,-1.043,0.41198,2,6,16.29082142124145
18089,28.2,"LAKE, IN",-0.6751,-0.76802,-0.20508,-0.13736,-1.043,1.68938,3,1,6.69657831786123
18091,42.76666666666667,"LA PORTE, IN",-0.73301,-0.76802,-0.05027,-0.13736,-0.73966,0.55353,3,3,12.37334820453897
18093,12.9,"LAWRENCE, IN",-0.06293,-0.67769,-0.0248,-0.27427,0.77701,-0.09132,3,5,45.47502158679959
18095,25.0,"MADISON, IN",-0.38556,-0.79812,0.01572,-0.41119,-1.043,-0.84446,2,2,8.37104433607932
18097,26.7,"MARION, IN",-0.41038,-0.79812,-0.19834,-0.41119,-1.043,0.35562,2,1,9.01565576186983
18099,41.9,"MARSHALL, IN",-0.63374,-0.91856,-0.05446,-0.27427,-0.73966,0.2072,2,6,12.65302631791559
18101,15.7,"MARTIN, IN",-0.17047,-0.67769,-0.13677,-0.20582,0.77701,0.22109,3,8,70.31766751173207
18103,22.5,"MIAMI, IN",-0.62546,-0.91856,0.08859,-0.27427,-0.73966,-0.36097,2,5,7.62483819220033
18105,20.6,"MONROE, IN",-0.13738,-0.67769,-0.23676,-0.27427,0.77701,0.83685,4,2,59.35414392064602
18107,25.4,"MONTGOMERY, IN",-0.46829,-0.7078,-0.20485,-0.34273,-0.73966,-0.88248,2,3,11.11873793020697
18109,18.4,"MORGAN, IN",-0.26147,-0.79812,-0.09708,-0.41119,0.77701,-0.09222,3,1,36.11418507709474
18111,28.3,"NEWTON, IN",-0.60065,-0.76802,-0.34266,-0.13736,-1.19466,-0.37722,2,4,7.3702967144980995
18113,35.412499999999994,"NOBLE, IN",-0.74128,-0.91856,0.29066,-0.13736,-0.73966,0.32084,3,6,16.56537683205231
18115,17.549999999999997,"OHIO, IN",-0.14566,-0.76802,-0.08405,-0.27427,0.77701,0.0052,3,1,43.28359878848016
18117,13.633333333333333,"ORANGE, IN",-0.1622,-0.67769,0.06005,-0.27427,0.77701,0.48599,4,8,49.99744519170327
18119,20.2,"OWEN, IN",-0.13738,-0.7078,-0.23676,-0.34273,0.77701,-0.11695,3,6,49.51010128116491
18121,23.5,"PARKE, IN",-0.35247,-0.7078,-0.32626,-0.34273,-0.73966,0.17315,2,6,31.22243057859974
18123,8.5,"PERRY, IN",0.10252,-0.67769,-0.52474,-0.27427,0.77701,0.21784,3,8,67.70347738376876
18125,13.225,"PIKE, IN",-0.02157,-0.67769,-0.38506,-0.20582,-0.73966,0.2795,3,6,42.544003888095574
18127,37.8,"PORTER, IN",-0.71646,-0.76802,0.15518,-0.13736,-0.73966,1.66786,3,1,15.213928281859571
18129,6.725,"POSEY, IN",-0.01329,-0.67769,-0.484,-0.20582,-0.73966,0.59459,3,2,15.20800575083279
18131,32.1,"PULASKI, IN",-0.65855,-0.76802,0.02725,-0.13736,-1.19466,-0.75274,2,9,11.86209891206556
18133,24.5,"PUTNAM, IN",-0.38556,-0.7078,-0.22628,-0.34273,-0.73966,-0.31259,2,4,27.86303047742866
18135,28.4,"RANDOLPH, IN",-0.53447,-0.79812,0.18334,-0.27427,-1.043,-1.25413,2,6,6.47708193785534
18137,19.175,"RIPLEY, IN",-0.10429,-0.76802,-0.04098,-0.27427,-0.73966,-0.47509,2,4,33.2616943058944
18139,25.2,"RUSH, IN",-0.32765,-0.79812,-0.11221,-0.41119,-1.043,-1.27843,2,4,7.71801626150089
18141,42.2,"ST. JOSEPH, IN",-0.73301,-0.91856,0.19173,-0.27427,-0.73966,-0.0398,2,2,12.32615519542612
18143,13.2,"SCOTT, IN",-0.12911,-0.76802,-0.20126,-0.27427,-0.73966,0.18936,3,2,29.07974565063105
18145,15.7,"SHELBY, IN",-0.32765,-0.79812,-0.11221,-0.41119,-1.043,-1.06392,2,1,5.756881424197
18147,11.266666666666666,"SPENCER, IN",0.10252,-0.67769,-0.52474,-0.20582,-0.73966,-0.15538,3,6,27.27387947508494
18149,28.3,"STARKE, IN",-0.79919,-0.76802,-0.01162,-0.13736,-1.19466,0.06535,2,6,8.80333486685726
18151,39.8,"STEUBEN, IN",-0.78264,-0.91856,0.11316,-0.13736,-0.73966,0.85466,3,6,13.406579142206521
18153,22.8,"SULLIVAN, IN",-0.1622,-0.67769,-0.58526,-0.20582,-0.73966,0.30431,3,6,23.597429460386397
18155,17.7,"SWITZERLAND, IN",0.01152,-0.76802,-0.05484,-0.27427,0.77701,0.11088,3,4,37.94886048094122
18157,29.4,"TIPPECANOE, IN",-0.56756,-0.7078,0.01444,-0.34273,-1.043,-0.13979,2,2,10.24335108775514
18159,26.566666666666663,"TIPTON, IN",-0.4352,-0.79812,-0.35862,-0.41119,-1.043,-2.35103,1,2,2.05857757100877
18161,29.6,"UNION, IN",-0.46829,-0.79812,0.25224,-0.27427,-0.73966,0.51331,3,4,23.81853379475539
18163,13.25,"VANDERBURGH, IN",-0.02157,-0.67769,-0.54639,-0.20582,-0.73966,-0.2842,2,2,9.2437937559082
18165,24.4,"VERMILLION, IN",-0.35247,-0.7078,-0.32626,-0.34273,-0.73966,0.17127,2,2,13.517653468903
18167,23.08,"VIGO, IN",-0.3442,-0.7078,-0.37143,-0.34273,-0.73966,0.38189,3,2,19.514155637821933
18169,32.0,"WABASH, IN",-0.62546,-0.91856,0.08859,-0.27427,-0.73966,0.41972,3,7,13.80661438068497
18171,18.6,"WARREN, IN",-0.55101,-0.7078,-0.29099,-0.34273,-1.043,-0.31396,2,6,6.8315246718004
18173,11.1,"WARRICK, IN",-0.02157,-0.67769,-0.54639,-0.20582,-0.73966,0.379,3,2,25.997956576858037
18175,12.3,"WASHINGTON, IN",-0.04639,-0.67769,-0.00758,-0.27427,-0.73966,-0.38477,3,6,41.06770270605884
18177,25.075,"WAYNE, IN",-0.4352,-0.79812,0.47491,-0.27427,-0.73966,-0.77103,2,7,4.3258948696092006
18179,29.4,"WELLS, IN",-0.47656,-0.91856,0.02852,-0.13736,-1.19466,-1.02918,2,2,9.41724551821374
18181,30.2,"WHITE, IN",-0.4352,-0.76802,-0.08974,-0.13736,-1.19466,-0.1009,2,6,6.14138145614016
18183,31.15,"WHITLEY, IN",-0.60892,-0.91856,-0.05551,-0.13736,-0.73966,-0.09886,2,2,10.21315984560824
19001,40.1,"ADAIR, IA",-0.98118,0.40624,-0.73887,-0.0689,0.62534,-0.83493,3,6,3.87584752687147
19003,32.55,"ADAMS, IA",-0.93155,0.40624,-0.68719,-0.0689,0.62534,-0.34843,3,9,1.8713787418040502
19005,57.1,"ALLAMAKEE, IA",-1.31209,0.10515,-0.00787,-0.47965,0.77701,0.65155,3,8,39.63730416775521
19007,31.05,"APPANOOSE, IA",-0.7661,-0.34649,-0.75692,-0.0689,0.62534,0.80633,3,8,21.45727509774426
19009,44.36666666666667,"AUDUBON, IA",-1.13009,0.52667,-0.75946,-0.0689,0.62534,-1.13649,3,8,1.81800360178934
19011,43.6,"BENTON, IA",-1.10527,-0.31638,-0.65296,-0.27427,-0.73966,-0.57464,2,6,7.38697346470213
19013,49.6,"BLACK HAWK, IA",-1.36999,0.10515,-0.55215,-0.47965,-0.73966,-0.02979,2,2,5.94451096132686
19015,46.5,"BOONE, IA",-1.12182,-0.0454,-0.91218,-0.0689,-0.73966,-0.45792,2,5,7.07010511201269
19017,52.36,"BREMER, IA",-1.34518,0.10515,-0.28431,-0.47965,-0.73966,-0.41628,2,6,7.49478646661889
19019,49.7,"BUCHANAN, IA",-1.26245,0.10515,-0.41329,-0.47965,-0.73966,-0.44754,2,6,1.26386517457135
19021,63.9,"BUENA VISTA, IA",-1.36999,0.52667,-0.82102,-0.0689,-0.73966,0.03686,2,8,0.3937562445921
19023,40.0,"BUTLER, IA",-1.29554,-0.01529,-0.71662,-0.41119,-0.73966,-0.75768,2,6,5.16344121915578
19025,57.4,"CALHOUN, IA",-1.22936,0.52667,-0.78215,-0.0689,-0.73966,-0.43654,2,9,0.0
19027,48.2,"CARROLL, IA",-1.188,0.52667,-0.7122,-0.0689,0.62534,-0.87901,3,8,0.0
19029,42.0125,"CASS, IA",-1.04736,0.40624,-0.67333,-0.0689,0.62534,-1.03414,3,6,2.33110666222262
19031,46.1,"CEDAR, IA",-1.03082,-0.31638,-0.54855,-0.27427,-0.73966,-0.37349,2,6,4.70624333539358
19033,60.5,"CERRO GORDO, IA",-1.46927,-0.01529,-0.49417,-0.41119,-0.73966,0.17138,2,7,1.6611375560106199
19035,52.6,"CHEROKEE, IA",-1.3369,0.52667,-0.65213,-0.0689,0.62534,-1.74915,2,8,4.7747317541076
19037,51.55,"CHICKASAW, IA",-1.44445,0.10515,-0.22634,-0.47965,-0.73966,-0.86972,2,8,2.08099046023912
19039,33.9,"CLARKE, IA",-0.86537,-0.34649,-0.8065,-0.0689,0.62534,-0.95798,2,6,19.0267556399225
19041,61.4,"CLAY, IA",-1.50236,0.52667,-0.5824,-0.0689,-0.73966,-0.15455,2,7,2.16294962937845
19043,52.1,"CLAYTON, IA",-1.11355,0.10515,-0.68846,-0.47965,0.77701,0.38765,3,6,21.80359305121638
19045,43.8,"CLINTON, IA",-0.93155,-0.31638,-0.57963,-0.27427,-0.73966,0.48976,2,5,6.13842788720821
19047,40.6,"CRAWFORD, IA",-1.15491,0.52667,-0.62397,-0.0689,0.62534,-1.1992,3,8,4.30214405435708
19049,44.36111111111112,"DALLAS, IA",-1.10527,-0.0454,-0.62607,-0.0689,-0.73966,0.02431,2,2,9.095571582353571
19051,34.5,"DAVIS, IA",-0.82401,-0.16583,-0.81721,-0.27427,0.62534,-0.50538,3,8,15.350559979710429
19053,35.3,"DECATUR, IA",-0.84882,-0.34649,-0.65483,-0.0689,0.62534,-0.74421,3,9,27.04228760685735
19055,50.1,"DELAWARE, IA",-1.3369,0.10515,-0.24881,-0.47965,-0.73966,-0.74648,2,6,6.26562814326673
19057,27.1,"DES MOINES, IA",-0.82401,-0.16583,-0.73654,-0.27427,-0.73966,0.69834,3,7,23.639991592427283
19059,63.03333333333333,"DICKINSON, IA",-1.54372,0.52667,-0.67924,-0.0689,-0.73966,0.99936,3,8,0.46090952508436994
19061,51.26666666666667,"DUBUQUE, IA",-1.25418,0.10515,-0.18957,-0.47965,0.77701,0.25094,3,2,16.029551310950172
19063,64.13333333333333,"EMMET, IA",-1.47754,0.52667,-0.691,-0.0689,-0.73966,0.35099,3,8,1.17413955906385
19065,59.25,"FAYETTE, IA",-1.34518,0.10515,-0.28431,-0.47965,-0.73966,-1.34426,2,6,5.58174536966359
19067,61.3,"FLOYD, IA",-1.37827,-0.01529,-0.56076,-0.41119,-0.73966,-0.92606,2,8,6.9348278128924
19069,56.55,"FRANKLIN, IA",-1.36999,-0.01529,-0.49837,-0.41119,-0.73966,-1.14417,2,8,1.31494366392095
19071,36.2,"FREMONT, IA",-0.74955,0.40624,-1.14301,-0.0689,0.62534,0.11675,3,8,7.79837671974046
19073,48.2,"GREENE, IA",-1.08873,0.52667,-0.68951,-0.0689,-0.73966,-0.30603,2,8,5.63059855098162
19075,52.1,"GRUNDY, IA",-1.30381,-0.0454,-0.3488,-0.0689,-0.73966,-2.35103,1,6,1.6467664792586802
19077,48.6,"GUTHRIE, IA",-1.13009,0.52667,-0.75946,-0.0689,0.62534,-0.37915,3,6,14.28889834297365
19079,52.95,"HAMILTON, IA",-1.279,-0.0454,-0.61873,-0.0689,-0.73966,-0.98679,2,8,1.51532368904778
19081,58.9,"HANCOCK, IA",-1.44445,-0.01529,-0.68344,-0.41119,-1.043,-0.46278,2,8,0.049472000640909994
19083,53.55,"HARDIN, IA",-1.30381,-0.0454,-0.42946,-0.0689,-0.73966,-1.03876,2,8,5.24220452075484
19085,47.25,"HARRISON, IA",-1.01427,0.52667,-0.93465,-0.0689,0.62534,-0.19337,3,6,8.34810996513958
19087,31.3,"HENRY, IA",-0.80746,-0.16583,-0.69243,-0.27427,-0.73966,-0.26673,2,8,16.31789071708139
19089,59.2,"HOWARD, IA",-1.45272,0.10515,-0.31562,-0.47965,-0.73966,-1.27758,2,8,8.56584868353089
19091,63.1,"HUMBOLDT, IA",-1.32036,-0.01529,-0.71557,-0.41119,-1.043,-0.5455,2,8,2.1739130434782603
19093,50.9,"IDA, IA",-1.21282,0.52667,-0.98003,-0.0689,0.62534,-1.03435,3,6,0.63236382978723
19095,42.1,"IOWA, IA",-1.01427,-0.31638,-0.5851,-0.27427,-0.73966,-0.91222,2,6,7.742234112540889
19097,47.45,"JACKSON, IA",-1.06391,-0.31638,-0.44856,-0.27427,0.77701,0.47995,3,6,23.11912539894123
19099,44.20333333333333,"JASPER, IA",-0.99773,-0.0454,-0.94431,-0.0689,-0.73966,-0.39689,2,5,4.43195150491838
19101,33.8,"JEFFERSON, IA",-0.84055,-0.16583,-0.80755,-0.27427,-0.73966,-0.52319,2,8,10.70469046496116
19103,40.650000000000006,"JOHNSON, IA",-0.96464,-0.31638,-0.61409,-0.27427,-0.73966,0.27334,2,2,11.50308830875743
19105,47.333333333333336,"JONES, IA",-1.16318,-0.31638,-0.28304,-0.27427,-0.73966,-0.67036,2,6,6.47169125402207
19107,35.1875,"KEOKUK, IA",-0.915,-0.16583,-0.85818,-0.27427,-0.73966,-0.9961,2,9,6.7430493015904
19109,67.5,"KOSSUTH, IA",-1.39481,-0.01529,-0.65865,-0.41119,-1.043,-0.94799,2,8,0.22568640776699
19111,31.65,"LEE, IA",-0.5841,-0.16583,-0.99764,-0.27427,-0.73966,0.81625,3,7,22.91637658497675
19113,44.05,"LINN, IA",-1.03082,-0.31638,-0.54855,-0.27427,-0.73966,0.07589,2,2,9.439387447214429
19115,43.5,"LOUISA, IA",-0.88191,-0.16583,-0.55484,-0.27427,-0.73966,0.78861,3,6,8.49834734393316
19117,31.1,"LUCAS, IA",-0.87364,-0.34649,-0.57312,-0.0689,-0.73966,-0.0096,2,6,20.50164166310617
19119,69.9,"LYON, IA",-1.45272,0.52667,-0.82649,-0.0689,-0.73966,-1.93076,2,6,1.19337601133784
19121,43.7,"MADISON, IA",-0.95637,-0.34649,-0.65925,-0.0689,0.62534,-0.74889,3,6,13.10970525072343
19123,34.31666666666667,"MAHASKA, IA",-0.90673,-0.16583,-0.74201,-0.27427,0.62534,-0.35279,3,7,12.38011914653753
19125,35.666666666666664,"MARION, IA",-0.87364,-0.34649,-0.89577,-0.0689,-0.73966,0.64296,2,6,10.59070663198556
19127,48.6,"MARSHALL, IA",-1.16318,-0.0454,-0.65947,-0.0689,-0.73966,-1.02627,2,7,4.05854277856869
19129,31.85,"MILLS, IA",-0.8571,0.40624,-1.01299,-0.0689,0.62534,-0.09324,3,6,11.47509473590677
19131,62.35,"MITCHELL, IA",-1.44445,-0.01529,-0.36078,-0.41119,-0.73966,-1.13152,2,8,2.78892705563776
19133,45.225,"MONONA, IA",-1.07218,0.52667,-1.02182,-0.0689,0.62534,-0.01846,3,6,6.768429602322761
19135,32.4,"MONROE, IA",-0.82401,-0.34649,-0.87098,-0.0689,0.62534,-0.8793,2,8,25.51114095336338
19137,36.7,"MONTGOMERY, IA",-0.90673,0.40624,-1.01089,-0.0689,0.62534,-0.71745,3,6,4.12274717752479
19139,35.75,"MUSCATINE, IA",-0.8571,-0.31638,-0.71722,-0.27427,-0.73966,0.53119,2,5,14.85363675205357
19141,67.25,"OBRIEN, IA",-1.49408,0.52667,-0.68134,-0.0689,-0.73966,-1.77565,2,8,0.22748275862068001
19143,70.95,"OSCEOLA, IA",-1.50236,0.52667,-0.5824,-0.0689,-0.73966,-0.8204,2,8,0.0
19145,36.55,"PAGE, IA",-0.82401,0.40624,-0.81721,-0.0689,0.62534,-1.14761,3,8,8.55619468645291
19147,58.7,"PALO ALTO, IA",-1.50236,0.52667,-0.5824,-0.0689,-0.73966,0.07497,2,8,1.70362453744369
19149,54.45,"PLYMOUTH, IA",-1.28727,0.52667,-0.92311,-0.0689,0.62534,-1.56699,2,6,5.22495512098983
19151,59.1,"POCAHONTAS, IA",-1.31209,0.52667,-0.70696,-0.0689,-0.73966,-0.65374,2,9,0.69146112669224
19153,39.66666666666666,"POLK, IA",-1.11355,-0.0454,-0.95734,-0.0689,-0.73966,0.79255,3,2,13.45252322565465
19155,38.85,"POTTAWATTAMI, IA",-1.006,0.40624,-0.79159,-0.0689,0.62534,-0.19114,3,2,5.01942551404719
19157,44.95,"POWESHIEK, IA",-1.12182,-0.0454,-0.67018,-0.0689,-0.73966,-0.7755,2,8,4.75627773979527
19159,35.55,"RINGGOLD, IA",-0.84882,-0.34649,-0.57417,-0.0689,0.62534,-0.68687,3,9,8.22122529931767
19161,50.5,"SAC, IA",-1.21282,0.52667,-0.98003,-0.0689,0.62534,-0.33864,3,9,1.12000280546014
19163,41.88333333333333,"SCOTT, IA",-0.82401,-0.31638,-0.73654,-0.27427,-0.73966,0.5035,2,2,8.43663059985218
19165,43.9,"SHELBY, IA",-1.03909,0.52667,-0.82604,-0.0689,0.62534,-1.23174,3,6,1.0920365079365
19167,47.3,"SIOUX, IA",-1.26245,0.52667,-0.97793,-0.0689,-0.73966,-1.1817,2,8,0.0
19169,44.4,"STORY, IA",-1.15491,-0.0454,-0.59708,-0.0689,-0.73966,-0.93037,2,5,7.34813344077961
19171,43.4,"TAMA, IA",-1.13836,-0.0454,-0.41853,-0.0689,-0.73966,-0.92425,2,6,13.60638717590269
19173,21.4,"TAYLOR, IA",-0.75783,0.40624,-0.77519,-0.0689,0.62534,-0.87465,3,9,4.92999772191128
19175,33.97,"UNION, IA",-0.94809,-0.34649,-0.65064,-0.0689,0.62534,-0.44168,3,8,6.9436852986920305
19177,29.17,"VAN BUREN, IA",-0.69992,-0.16583,-0.68801,-0.27427,0.62534,0.13156,3,9,22.50639115013017
19179,25.6,"WAPELLO, IA",-0.84055,-0.16583,-0.80755,-0.27427,0.62534,0.06306,3,7,26.28692836225659
19181,39.5,"WARREN, IA",-0.89846,-0.34649,-0.86784,-0.0689,0.62534,-0.60223,3,2,10.32204397317127
19183,36.400000000000006,"WASHINGTON, IA",-0.8571,-0.16583,-0.771,-0.27427,-0.73966,-0.47379,2,6,7.605353741627679
19185,32.96,"WAYNE, IA",-0.7661,-0.34649,-0.75692,-0.0689,0.62534,-0.5857,3,9,13.085619983682282
19187,52.85,"WEBSTER, IA",-1.24591,-0.0454,-0.69183,-0.0689,-0.73966,-0.4081,2,7,6.36874235235806
19189,69.4,"WINNEBAGO, IA",-1.48581,-0.01529,-0.56518,-0.41119,-0.73966,-0.59401,2,8,0.0
19191,54.8,"WINNESHIEK, IA",-1.37827,0.10515,-0.31877,-0.47965,-0.73966,-1.62879,2,8,13.41553482366483
19193,48.8,"WOODBURY, IA",-1.22936,0.52667,-1.1317,-0.0689,0.62534,-0.23484,3,2,4.41710518143295
